 Code , Species ,ICES code,ICES area,Advice,Year, Sea , Choices , ICES advice ,Catches corresponding to advice,Landings corresponding to advice,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2013 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",-,2013, Deep Sea ,," Fisheries should not be allowed to expand until they can be shown
to be sustainable ",,,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2014 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",-,2014, Deep Sea ,," No new advice, same as 2013 ",,,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2015 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",366,2015, Deep Sea ,, should be maintained at same level as in 2013 ,,,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2016 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",366,2016, Deep Sea ,, should be maintained at same level as in 2013 ,,,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2017 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",366,2017, Deep Sea ,, should be maintained at same level as in 2013 ,,,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2018 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",366,2018, Deep Sea ,, should be maintained at same level as in 2013 ,,,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2019 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",367,2019, Deep Sea ,, should be maintained at same level as in 2013 ,,,
" bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a - 2020 ", Black scabbardfish ,"bsf.27.nea Subdivision 1, 2, 4, 10, 14, 3a, 5a","1, 2, 4, 10, 14, 3a, 5a",367,2020, Deep Sea ,, should be maintained at same level as in 2013 ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2001 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b",-,2001, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2002 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b",-,2002, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2003 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b",-,2003, Deep Sea ,, Significant effort reduction ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2004 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b",-,2004, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2005 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b",-,2005, Deep Sea ,, Significant effort reduction ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2006 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b",-,2006, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2007 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","3,500",2007, Deep Sea ,, Constrain catches to the level before the expansion period (1990?1996) ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2008 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","3,500",2008, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2009 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,000",2009, Deep Sea ,, Constrain catches to the 50% level before the expansion period (1993?1997) ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2010 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,000",2010, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2011 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,000",2011, Deep Sea ,, Same advice as previously ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2012 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b",-,2012, Deep Sea ,," No new advice, same as 2011 ",,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2013 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","4,700",2013, Deep Sea ,," No more than 20% (in Division Vb, Subareas VI and VII, and Division XIIb) or 5% (in Subareas VIII and
IX) catch increase ",,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2014 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","4,700",2014, Deep Sea ,," No new advice, same as 2013 ",,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2015 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,802",2015, Deep Sea ,, Same catch as in 2013 ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2016 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,802",2016, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2017 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,802",2017, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2018 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,802",2018, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2019 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,812",2019, Deep Sea ,, Precautionary approach ,,,
" bsf.27.nea Subdivision 5b, 6, 7, 12b - 2020 ", Black scabbardfish ,"bsf.27.nea Subdivision 5b, 6, 7, 12b","5b, 6, 7, 12b","2,812",2020, Deep Sea ,, Precautionary approach ,,,
" bsf.27.nea Subdivision 8, 9 - 2001 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2001, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 8, 9 - 2002 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2002, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 8, 9 - 2003 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2003, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 8, 9 - 2004 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2004, Deep Sea ,, Significant effort reduction  ,,,
" bsf.27.nea Subdivision 8, 9 - 2005 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2005, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 8, 9 - 2006 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2006, Deep Sea ,, Significant effort reduction ,,,
" bsf.27.nea Subdivision 8, 9 - 2007 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2007, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 8, 9 - 2008 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2008, Deep Sea ,, Constrain catches to the level before the expansion period (1990?1996) ,,,
" bsf.27.nea Subdivision 8, 9 - 2009 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9",-,2009, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 8, 9 - 2010 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,800",2010, Deep Sea ,, Constrain catches to the 50% level before the expansion period (1993?1997) ,,,
" bsf.27.nea Subdivision 8, 9 - 2011 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,800",2011, Deep Sea ,, Biennial ,,,
" bsf.27.nea Subdivision 8, 9 - 2012 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,800",2012, Deep Sea ,, Same advice as previously ,,,
" bsf.27.nea Subdivision 8, 9 - 2013 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","3,700",2013, Deep Sea ,," No new advice, same as 2011 ",,,
" bsf.27.nea Subdivision 8, 9 - 2014 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","3,700",2014, Deep Sea ,, No more than 5% catch increase ,,,
" bsf.27.nea Subdivision 8, 9 - 2015 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,726",2015, Deep Sea ,," No new advice, same as 2013 ",,,
" bsf.27.nea Subdivision 8, 9 - 2016 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,726",2016, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 8, 9 - 2017 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,726",2017, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 8, 9 - 2018 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,726",2018, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 8, 9 - 2019 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,735",2019, Deep Sea ,, - ,,,
" bsf.27.nea Subdivision 8, 9 - 2020 ", Black scabbardfish ,"bsf.27.nea Subdivision 8, 9","8, 9","2,735",2020, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2001 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2001, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2002 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2002, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2003 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2003, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2004 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2004, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2005 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2005, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2006 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2006, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2007 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2007, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2008 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2008, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2009 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2009, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2010 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2010, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2011 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2011, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2012 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2012, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2013 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2013, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2014 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,-,2014, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2015 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,0,2015, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2016 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,0,2016, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2017 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,0,2017, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2018 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,0,2018, Deep Sea ,, - ,,,
 DWS multiple advice 5-9 - 2019 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,0,2019, Deep Sea , Assumed from TAC advice document ('minimise mortaility'.. , - ,,,
 DWS multiple advice 5-9 - 2020 , Deep-sea sharks ,DWS multiple advice 5-9,5-9,0,2020, Deep Sea , Assumed from TAC advice document ('minimise mortaility'.. , - ,,,
 DWS multiple advice 10 - 2001 , Deep-sea sharks ,DWS multiple advice 10,10,-,2001, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2002 , Deep-sea sharks ,DWS multiple advice 10,10,-,2002, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2003 , Deep-sea sharks ,DWS multiple advice 10,10,-,2003, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2004 , Deep-sea sharks ,DWS multiple advice 10,10,-,2004, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2005 , Deep-sea sharks ,DWS multiple advice 10,10,-,2005, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2006 , Deep-sea sharks ,DWS multiple advice 10,10,-,2006, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2007 , Deep-sea sharks ,DWS multiple advice 10,10,-,2007, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2008 , Deep-sea sharks ,DWS multiple advice 10,10,-,2008, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2009 , Deep-sea sharks ,DWS multiple advice 10,10,-,2009, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2010 , Deep-sea sharks ,DWS multiple advice 10,10,-,2010, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2011 , Deep-sea sharks ,DWS multiple advice 10,10,-,2011, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2012 , Deep-sea sharks ,DWS multiple advice 10,10,-,2012, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2013 , Deep-sea sharks ,DWS multiple advice 10,10,-,2013, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2014 , Deep-sea sharks ,DWS multiple advice 10,10,-,2014, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2015 , Deep-sea sharks ,DWS multiple advice 10,10,-,2015, Deep Sea ,, - ,,,
 DWS multiple advice 10 - 2016 , Deep-sea sharks ,DWS multiple advice 10,10,-,2016, Deep Sea ,," No new advice, same as 2015 ",,,
 DWS multiple advice 10 - 2017 , Deep-sea sharks ,DWS multiple advice 10,10,-,2017, Deep Sea ,," No new advice, same as 2015 ",,,
 DWS multiple advice 10 - 2018 , Deep-sea sharks ,DWS multiple advice 10,10,-,2018, Deep Sea ,," No new advice, same as 2015 ",,,
 DWS multiple advice 10 - 2019 , Deep-sea sharks ,DWS multiple advice 10,10,0,2019, Deep Sea , Assumed from TAC advice document ('minimise mortaility'.. ," No new advice, same as 2015 ",,,
 DWS multiple advice 10 - 2020 , Deep-sea sharks ,DWS multiple advice 10,10,0,2020, Deep Sea , Assumed from TAC advice document ('minimise mortaility'.. ," No new advice, same as 2015 ",,,
 DWS multiple advice 12 - 2001 , Deep-sea sharks ,DWS multiple advice 12,12,-,2001, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2002 , Deep-sea sharks ,DWS multiple advice 12,12,-,2002, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2003 , Deep-sea sharks ,DWS multiple advice 12,12,-,2003, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2004 , Deep-sea sharks ,DWS multiple advice 12,12,-,2004, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2005 , Deep-sea sharks ,DWS multiple advice 12,12,-,2005, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2006 , Deep-sea sharks ,DWS multiple advice 12,12,-,2006, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2007 , Deep-sea sharks ,DWS multiple advice 12,12,-,2007, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2008 , Deep-sea sharks ,DWS multiple advice 12,12,-,2008, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2009 , Deep-sea sharks ,DWS multiple advice 12,12,-,2009, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2010 , Deep-sea sharks ,DWS multiple advice 12,12,-,2010, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2011 , Deep-sea sharks ,DWS multiple advice 12,12,-,2011, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2012 , Deep-sea sharks ,DWS multiple advice 12,12,-,2012, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2013 , Deep-sea sharks ,DWS multiple advice 12,12,-,2013, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2014 , Deep-sea sharks ,DWS multiple advice 12,12,-,2014, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2015 , Deep-sea sharks ,DWS multiple advice 12,12,0,2015, Deep Sea ,, - ,,,
 DWS multiple advice 12 - 2016 , Deep-sea sharks ,DWS multiple advice 12,12,0,2016, Deep Sea ,," No new advice, same as 2015 ",,,
 DWS multiple advice 12 - 2017 , Deep-sea sharks ,DWS multiple advice 12,12,0,2017, Deep Sea ,," No new advice, same as 2015 ",,,
 DWS multiple advice 12 - 2018 , Deep-sea sharks ,DWS multiple advice 12,12,0,2018, Deep Sea ,," No new advice, same as 2015 ",,,
 DWS multiple advice 12 - 2019 , Deep-sea sharks ,DWS multiple advice 12,12,0,2019, Deep Sea , Assumed from TAC advice document ('minimise mortaility'.. ," No new advice, same as 2015 ",,,
 DWS multiple advice 12 - 2020 , Deep-sea sharks ,DWS multiple advice 12,12,0,2020, Deep Sea , Assumed from TAC advice document ('minimise mortaility'.. ," No new advice, same as 2015 ",,,
 gfb-comb - 2001 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2001, Deep Sea ,, - ,,,
 gfb-comb - 2002 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2002, Deep Sea ,, - ,,,
 gfb-comb - 2003 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2003, Deep Sea ,, No expansion ,,,
 gfb-comb - 2004 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2004, Deep Sea ,, No expansion ,,,
 gfb-comb - 2005 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2005, Deep Sea ,, No expansion ,,,
 gfb-comb - 2006 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2006, Deep Sea ,, No expansion ,,,
 gfb-comb - 2007 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2007, Deep Sea ,, No expansion ,,,
 gfb-comb - 2008 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2008, Deep Sea ,, No expansion ,,,
 gfb-comb - 2009 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2009, Deep Sea ,, No expansion ,,,
 gfb-comb - 2010 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2010, Deep Sea ,, No expansion ,,,
 gfb-comb - 2011 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2011, Deep Sea ,, No expansion ,,,
 gfb-comb - 2012 , Forkbeards ,gfb-comb,Northeast Atlantic,-,2012, Deep Sea ,, No expansion ,,,
 gfb-comb - 2013 , Forkbeards ,gfb-comb,Northeast Atlantic,"1,000",2013, Deep Sea ,, 20% Reduction in catches ,,,
 gfb-comb - 2014 , Forkbeards ,gfb-comb,Northeast Atlantic,"1,000",2014, Deep Sea ,," No new advice, same as 2013 ",,,
 gfb-comb - 2015 , Forkbeards ,gfb-comb,Northeast Atlantic,"2,628",2015, Deep Sea ,, 20% increase in landings ,,,
 gfb-comb - 2016 , Forkbeards ,gfb-comb,Northeast Atlantic,"2,628",2016, Deep Sea ,," No new advice, same as 2015 ",,,
 gfb-comb - 2017 , Forkbeards ,gfb-comb,Northeast Atlantic,"1,682",2017, Deep Sea ,, Precautionary approach ,,,
 gfb-comb - 2018 , Forkbeards ,gfb-comb,Northeast Atlantic,"1,682",2018, Deep Sea ,, Precautionary approach ,,,
 ory-comb - 2001 , Orange roughy ,ory-comb,Northeast Atlantic,0,2001, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2002 , Orange roughy ,ory-comb,Northeast Atlantic,0,2002, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2003 , Orange roughy ,ory-comb,Northeast Atlantic,0,2003, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2004 , Orange roughy ,ory-comb,Northeast Atlantic,0,2004, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2005 , Orange roughy ,ory-comb,Northeast Atlantic,0,2005, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2006 , Orange roughy ,ory-comb,Northeast Atlantic,0,2006, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2007 , Orange roughy ,ory-comb,Northeast Atlantic,0,2007, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2008 , Orange roughy ,ory-comb,Northeast Atlantic,0,2008, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2009 , Orange roughy ,ory-comb,Northeast Atlantic,0,2009, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2010 , Orange roughy ,ory-comb,Northeast Atlantic,0,2010, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2011 , Orange roughy ,ory-comb,Northeast Atlantic,0,2011, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2012 , Orange roughy ,ory-comb,Northeast Atlantic,0,2012, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2013 , Orange roughy ,ory-comb,Northeast Atlantic,0,2013, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2014 , Orange roughy ,ory-comb,Northeast Atlantic,0,2014, Deep Sea ,, No directed fisheries ,,,
 ory-comb - 2015 , Orange roughy ,ory-comb,Northeast Atlantic,0,2015, Deep Sea ,, No directed fisheries ,0 , ? -   ,
 ory-comb - 2016 , Orange roughy ,ory-comb,Northeast Atlantic,0,2016, Deep Sea ,," No new advice, same as 2015 ",0 , ? -   ,
 ory-comb - 2017 , Orange roughy ,ory-comb,Northeast Atlantic,0,2017, Deep Sea ,," No new advice, same as 2015 ",0 , ? -   ,
 ory-comb - 2018 , Orange roughy ,ory-comb,Northeast Atlantic,0,2018, Deep Sea ,," No new advice, same as 2015 ",0 , ? -   ,
 ory-comb - 2019 , Orange roughy ,ory-comb,Northeast Atlantic,0,2019, Deep Sea ,," No new advice, same as 2015 ",0 , ? -   ,
 ory-comb - 2020 , Orange roughy ,ory-comb,Northeast Atlantic,0,2020, Deep Sea ,," No new advice, same as 2015 ",0 , ? -   ,
 sbr.27.9 - 2001 , Red seabream ,sbr.27.9,9,-,2001, Deep Sea ,, - ,,,
 sbr.27.9 - 2002 , Red seabream ,sbr.27.9,9,-,2002, Deep Sea ,, - ,,,
 sbr.27.9 - 2003 , Red seabream ,sbr.27.9,9,-,2003, Deep Sea ,, - ,,,
 sbr.27.9 - 2004 , Red seabream ,sbr.27.9,9,-,2004, Deep Sea ,, - ,,,
 sbr.27.9 - 2005 , Red seabream ,sbr.27.9,9,-,2005, Deep Sea ,, - ,,,
 sbr.27.9 - 2006 , Red seabream ,sbr.27.9,9,-,2006, Deep Sea ,, - ,,,
 sbr.27.9 - 2007 , Red seabream ,sbr.27.9,9,-,2007, Deep Sea ,, - ,,,
 sbr.27.9 - 2008 , Red seabream ,sbr.27.9,9,-,2008, Deep Sea ,, - ,,,
 sbr.27.9 - 2009 , Red seabream ,sbr.27.9,9,500,2009, Deep Sea ,," Constrain catches to average catches 2003?
2007 ",,,
 sbr.27.9 - 2010 , Red seabream ,sbr.27.9,9,500,2010, Deep Sea ,, Biennial ,,,
 sbr.27.9 - 2011 , Red seabream ,sbr.27.9,9,500,2011, Deep Sea ,, Same advice as previously ,,,
 sbr.27.9 - 2012 , Red seabream ,sbr.27.9,9,500,2012, Deep Sea ,," No new advice, same as 2011 ",,,
 sbr.27.9 - 2013 , Red seabream ,sbr.27.9,9,500,2013, Deep Sea ,," No increase in effort and catches reduced
20% (average of 2009 to 2011) ",,,
 sbr.27.9 - 2014 , Red seabream ,sbr.27.9,9,500,2014, Deep Sea ,," No new advice, same as 2013 ",,,
 sbr.27.9 - 2015 , Red seabream ,sbr.27.9,9,115,2015, Deep Sea ,, Reduce catches by 36% ,0 , ? 0.11500 ,
 sbr.27.9 - 2016 , Red seabream ,sbr.27.9,9,115,2016, Deep Sea ,," No new advice, same as 2015 ",0 , ? 0.40000 ,
 sbr.27.9 - 2017 , Red seabream ,sbr.27.9,9,138,2017, Deep Sea ,," No new advice, same as 2015 ",0 , ? 0.40000 ,
 sbr.27.9 - 2018 , Red seabream ,sbr.27.9,9,138,2018, Deep Sea ,," No new advice, same as 2015 ",0 ,,
 sbr.27.9 - 2019 , Red seabream ,sbr.27.9,9,149,2019, Deep Sea ,, All catches assumed landed ,0 ,,
 sbr.27.9 - 2020 , Red seabream ,sbr.27.9,9,149,2020, Deep Sea ,, All catches assumed landed ,0 ,,
 sbr-678 - 2001 , Red seabream ,sbr-678,6-8,-,2001, Deep Sea ,, - ,,,
 sbr-678 - 2002 , Red seabream ,sbr-678,6-8,-,2002, Deep Sea ,, - ,,,
 sbr-678 - 2003 , Red seabream ,sbr-678,6-8,-,2003, Deep Sea ,, - ,,,
 sbr-678 - 2004 , Red seabream ,sbr-678,6-8,-,2004, Deep Sea ,, - ,,,
 sbr-678 - 2005 , Red seabream ,sbr-678,6-8,-,2005, Deep Sea ,, - ,,,
 sbr-678 - 2006 , Red seabream ,sbr-678,6-8,-,2006, Deep Sea ,, - ,,,
 sbr-678 - 2007 , Red seabream ,sbr-678,6-8,-,2007, Deep Sea ,, - ,,,
 sbr-678 - 2008 , Red seabream ,sbr-678,6-8,-,2008, Deep Sea ,, - ,,,
 sbr-678 - 2009 , Red seabream ,sbr-678,6-8,-,2009, Deep Sea ,, No expansion ,,,
 sbr-678 - 2010 , Red seabream ,sbr-678,6-8,-,2010, Deep Sea ,, No expansion ,,,
 sbr-678 - 2011 , Red seabream ,sbr-678,6-8,-,2011, Deep Sea ,, No expansion ,,,
 sbr-678 - 2012 , Red seabream ,sbr-678,6-8,-,2012, Deep Sea ,," No new advice, same as 2011 ",,,
 sbr-678 - 2013 , Red seabream ,sbr-678,6-8,0,2013, Deep Sea ,, No directed fishery and minimise bycatch ,,,
 sbr-678 - 2014 , Red seabream ,sbr-678,6-8,0,2014, Deep Sea ,," No new advice, same as 2013 ",,,
 sbr-678 - 2015 , Red seabream ,sbr-678,6-8,0,2015, Deep Sea ,, No directed fishery and minimise bycatch ,0 , ? -   ,
 sbr-678 - 2016 , Red seabream ,sbr-678,6-8,0,2016, Deep Sea ,," Wanted, reported catch ",0 , ? -   ,
 sbr-678 - 2017 , Red seabream ,sbr-678,6-8,0,2017, Deep Sea ,," Wanted, reported catch ",0 , ? -   ,
