 Code , Species ,ICES code,ICES area,Advice,Year, Sea , Choices , ICES advice ,Catches corresponding to advice,Landings corresponding to advice,
 cod.27.47d20 - 2005 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)",0,2005, Atlantic ,, Zero catch ,,0,
 cod.27.47d20 - 2006 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)",0,2006, Atlantic ,, Zero catch ,,0,
 cod.27.47d20 - 2007 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)",0,2007, Atlantic ,, Zero catch ,,0,
 cod.27.47d20 - 2008 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","22,000",2008, Atlantic ,, Exploitation boundaries in relation to precautionary limits. ,,"22,000",
 cod.27.47d20 - 2009 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)",0,2009, Atlantic ,, Zero catch ,,0,
 cod.27.47d20 - 2010 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","40,300",2010, Atlantic ,, Management plan F (65% of F2008) ,,"40,300",
 cod.27.47d20 - 2011 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)",-,2011, Atlantic ,, See scenarios ,,-,
 cod.27.47d20 - 2012 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","31,800",2012, Atlantic ,, Management plan F (45% of F2008) ,,"31,800",
 cod.27.47d20 - 2013 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","25,441",2013, Atlantic ,, Management plan (TAC -20%) ,,"25,441",
 cod.27.47d20 - 2014 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","28,809",2014, Atlantic ,, Management plan long-term phase ,,"28,809",
 cod.27.47d20 - 2015 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","26,713",2015, Atlantic ,, Management plan long-term phase ,,"26,713",
 cod.27.47d20 - 2016 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","40,419",2016, Atlantic ,, MSY approach ,"49,259","40,419",
 cod.27.47d20 - 2017 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","39,651",2017, Atlantic ,, MSY approach ,"47,359","39,651",
 cod.27.47d20 - 2018 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","35,725",2018, Atlantic ,, MSY approach ,"53,058","35,725",
 cod.27.47d20 - 2019 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","28,204",2019, Atlantic ,, MSY approach ,"28,204",,
 cod.27.47d20 - 2020 , Cod ,cod.27.47d20,"4, 7d, 3 west (North Sea, eastern English Channel, Skagerrak)","13,686",2020, Atlantic ,, MSY approach ,"13,686",,
 cod.2127.1f14 - 2004 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2004, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2005 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2005, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2006 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2006, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2007 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2007, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2008 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2008, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2009 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2009, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2010 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2010, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2011 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2011, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2012 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2012, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2013 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2013, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2014 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2014, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2015 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)",0,2015, Atlantic ,, Precautionary approach ,0,,
 cod.2127.1f14 - 2016 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)","7,577",2016, Atlantic ,, Precautionary approach ,"7,577",,
 cod.2127.1f14 - 2017 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)","7,930",2017, Atlantic ,, Precautionary approach ,"7,930",,
 cod.2127.1f14 - 2018 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)","12,151",2018, Atlantic ,, MSY approach ,"12,151",,
 cod.2127.1f14 - 2019 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)","5,363",2019, Atlantic ,, MSY approach ,"5,363",,
 cod.2127.1f14 - 2020 , Cod ,cod.2127.1f14,"14, NAFO 1F (East Greenland, Southwest Greenland)","3,409",2020, Atlantic ,, MSY approach ,"3,409",,
 cod.27.1-2 - 2001 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","395,000",2001, Atlantic ,,,"395,000",,
 cod.27.1-2 - 2002 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","395,000",2002, Atlantic ,,,"395,000",,
 cod.27.1-2 - 2003 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","395,000",2003, Atlantic ,,,"395,000",,
 cod.27.1-2 - 2004 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","486,000",2004, Atlantic ,,,"486,000",,
 cod.27.1-2 - 2005 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","485,000",2005, Atlantic ,,,"485,000",,
 cod.27.1-2 - 2006 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","471,000",2006, Atlantic ,,,"471,000",,
 cod.27.1-2 - 2007 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","424,000",2007, Atlantic ,,,"424,000",,
 cod.27.1-2 - 2008 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","430,000",2008, Atlantic ,,,"430,000",,
 cod.27.1-2 - 2009 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","525,000",2009, Atlantic ,,,"525,000",,
 cod.27.1-2 - 2010 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","607,000",2010, Atlantic ,,,"607,000",,
 cod.27.1-2 - 2011 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","703,000",2011, Atlantic ,,,"703,000",,
 cod.27.1-2 - 2012 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","751,000",2012, Atlantic ,,,"751,000",,
 cod.27.1-2 - 2013 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","1,000,000",2013, Atlantic ,,,"1,000,000",,
 cod.27.1-2 - 2014 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","993,000",2014, Atlantic ,,,"993,000",,
 cod.27.1-2 - 2015 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","894,000",2015, Atlantic ,,,"894,000",,
 cod.27.1-2 - 2016 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","805,000",2016, Atlantic ,, Take into account coastal cod and S. norvegicus bycatches. Apply catch rule ,"805,000",,
 cod.27.1-2 - 2017 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","805,000",2017, Atlantic ,, Take into account coastal cod and S. norvegicus bycatches. Apply catch rule ,"805,000",,
 cod.27.1-2 - 2018 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","712,000",2018, Atlantic ,, Take into account coastal cod and S. norvegicus bycatches. Apply catch rule ,"712,000",,
 cod.27.1-2 - 2019 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","674,678",2019, Atlantic ,, Take into account coastal cod and S. norvegicus bycatches. Apply catch rule ,"674,678",,
 cod.27.1-2 - 2020 , Cod ,cod.27.1-2,"1, 2 (Northeast Arctic)","689,672",2020, Atlantic ,, Apply management plan ,"689,672",,
 cod.27.21 - 2001 , Cod ,cod.27.21,Subdivision 21 (Kattegat),"4,700",2001, Atlantic ,, F = Fpa = 0.6 ,,"4,700",
 cod.27.21 - 2002 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2002, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2003 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2003, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2004 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2004, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2005 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2005, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2006 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2006, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2007 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2007, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2008 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2008, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2009 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2009, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2010 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2010, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2011 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2011, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2012 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2012, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2013 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2013, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2014 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2014, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2015 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2015, Atlantic ,, No fishery ,,0,
 cod.27.21 - 2016 , Cod ,cod.27.21,Subdivision 21 (Kattegat),130,2016, Atlantic ,, Precautionary approach (increase recent landings by no more than 20%). 130t landings or 536t catches. ,536 ,130,
 cod.27.21 - 2017 , Cod ,cod.27.21,Subdivision 21 (Kattegat),129,2017, Atlantic ,, Precautionary approach (increase recent landings by no more than 20%). 130t landings or 536t catches. ,643 ,129,
 cod.27.21 - 2018 , Cod ,cod.27.21,Subdivision 21 (Kattegat),254,2018, Atlantic ,, Precautionary approach (increase recent landings by no more than 20%). 130t landings or 536t catches. ,772 ,254,
 cod.27.21 - 2019 , Cod ,cod.27.21,Subdivision 21 (Kattegat),494,2019, Atlantic ,, Precautionary approach ,494 ,,
 cod.27.21 - 2020 , Cod ,cod.27.21,Subdivision 21 (Kattegat),0,2020, Atlantic ,, Precautionary approach ,0 ,,
 cod.27.6b - 2001 , Cod ,cod.27.6b,6b (Rockall),-,2001, Atlantic ,, No advice ,-,,
 cod.27.6b - 2002 , Cod ,cod.27.6b,6b (Rockall),-,2002, Atlantic ,, No advice ,-,,
 cod.27.6b - 2003 , Cod ,cod.27.6b,6b (Rockall),-,2003, Atlantic ,, No advice ,-,,
